reportType,timestamp,reportedBy,currentSpeed_kmh,ambientLight,wearableDeviceBPM,latitude,longitude
Low Visibility,2024-07-26T08:12:41.001817,user2583,22.849689658333215,534.7151058469875,116,53.956263773151875,-118.68798427228404
Shelter,2024-07-27T05:18:42.238103,user4737,12.017536606972213,10197.576382154106,0,53.926174309135995,-118.57855505080508
Safe Zones,2024-07-27T14:14:00.182502,user3771,16.02373414029521,350.8827193378194,170,53.84600542941365,-118.66441082100494
Object Blockage,2024-07-26T22:23:37.811324,user415,23.45799320710625,355.91393174072573,131,53.89605922353413,-118.5888546294665
First Responders,2024-07-26T13:22:01.676724,user3605,118.80722900854889,1645.7970134886682,165,51.51438908129805,-113.57954429389707
Wildfire Zones,2024-07-26T13:30:59.847073,user3757,6.98027478012207,1655.1983436732326,85,53.841150351967975,-118.66953186478581
Wildfire Zones,2024-07-26T03:57:00.201591,user3208,29.708944353718422,1473.4412353058062,0,53.91830543487183,-118.67671003575336
Wildfire Zones,2024-07-27T08:54:50.713044,user4594,1.369286074864896,875.0453676140281,0,53.818625498864655,-118.58686872167759
Car Crash,2024-07-27T18:44:35.890137,user3710,10.176524012116456,2457.1014184471733,107,53.813282970830045,-118.66481986076906
First Responders,2024-07-26T22:33:06.915294,user196,21.083055503401752,4391.888964668932,120,53.914042095864474,-118.6746256495951
Safe Zones,2024-07-26T17:54:28.585815,user1750,2.662566039618067,1413.631378183145,0,53.900709449824504,-118.60363811363203
No Gas,2024-07-26T18:35:06.256892,user2047,106.46840499116819,810.5605023147162,0,53.99830170721552,-118.51236871706972
Object Blockage,2024-07-27T23:53:40.773522,user195,139.70760368917115,557.0991767086583,0,53.97026101791818,-118.59162270874776
Object Blockage,2024-07-26T08:00:13.920737,user3965,86.93606392284777,750.5066721091115,132,53.93231739650559,-118.58350006955766
Low Visibility,2024-07-26T10:56:43.803568,user4362,7.968452503702716,10149.912693155278,145,53.82747454153611,-118.5115650469676
Slow Area,2024-07-26T08:16:36.667235,user4660,19.867126573632483,21800.455489967342,0,53.995897867370516,-118.60047679302482
Wildfire Zones,2024-07-27T04:25:46.198684,user3486,88.3600900513701,548.7409457022862,165,53.86625016864413,-118.54408466170413
Slow Area,2024-07-27T15:01:41.734235,user4418,1.9318611413861064,1492.7804451001343,0,53.99068095874393,-118.59101334367669
Object Blockage,2024-07-27T02:11:09.799212,user712,15.21705867543956,235.51255747928258,0,53.892580087082635,-118.67550725717379
First Responders,2024-07-26T00:38:05.123909,user2562,16.864540207070952,2077.418498407805,126,53.94976485083131,-118.66461430527292
Car Crash,2024-07-27T23:15:58.776481,user2316,4.129489803582368,97.36963174860125,0,51.75170518919267,-118.19113258628192
Car Crash,2024-07-27T22:01:52.078501,user4794,8.105894330372692,585.9202215756612,96,51.11799588158621,-115.13859476946253
Slow Area,2024-07-26T07:25:30.932190,user63,9.780851010142626,612.434432570405,106,53.868691473876,-118.66105899211277
Shelter,2024-07-26T15:39:00.701118,user4034,29.72995547714056,491.3283216285593,0,53.93576132003936,-118.50681641529754
Shelter,2024-07-27T16:17:00.755437,user2766,18.80268589848867,1033.2710895581008,129,54.06507447798727,-110.16860265611557
Slow Area,2024-07-26T07:15:50.713593,user2236,72.23896622872067,1184.3626628963555,0,55.39891115653433,-112.38044697979858
Slow Area,2024-07-26T01:37:04.259069,user2175,3.9725570094391713,291.13252524099744,0,56.000132746909486,-119.92944166004645
Shelter,2024-07-26T11:35:56.133976,user997,100.46235910498297,283.0017524908199,0,53.93725033868621,-118.59888693928626
Object Blockage,2024-07-26T12:30:01.339681,user247,38.41572170918072,1122.4251678865564,0,53.883858352771895,-118.67590558235172
Safe Zones,2024-07-26T05:45:55.994437,user2559,16.339674581616986,459.0300733165813,0,53.88201329676048,-118.62309427260875
No Gas,2024-07-27T14:28:27.663879,user3439,65.24076247639137,569.0859185920531,143,51.27846209267227,-118.86839565629222
Safe Zones,2024-07-26T05:17:06.377460,user4570,16.354273971461957,949.4802728690302,162,51.35444386638878,-116.34128728418895
Slow Area,2024-07-27T08:20:34.741740,user2829,14.096986283135791,537.560301936024,0,59.176903301150816,-114.14348089197296
Low Visibility,2024-07-27T00:28:00.344945,user4206,0.12075114409292875,4949.5058819835285,0,53.81214114536609,-118.66157945840011
Object Blockage,2024-07-26T20:54:42.271375,user419,15.975671585760448,29382.177379545257,100,53.93730269402911,-118.67860720713684
Shelter,2024-07-27T18:28:56.563002,user2283,24.35836269225929,1750.2332049489537,158,54.26236098140139,-117.55762750052169
Shelter,2024-07-26T15:14:29.761739,user3913,129.064532528422,12129.241626508941,78,53.87821425443456,-118.60210716329762
Wildfire Zones,2024-07-27T14:47:52.543588,user519,63.957627995107906,1599.0997442912244,74,53.80765897069446,-118.53269445680662
Shelter,2024-07-26T09:39:48.755678,user920,25.19581667785807,929.0549977865102,118,53.98754876746823,-118.62439389092272
First Responders,2024-07-27T11:22:59.679905,user2266,66.10122982448728,11675.728661478854,0,53.91980304544397,-118.65654059535456
Slow Area,2024-07-26T14:32:35.309391,user1172,140.70496559028965,1172.4432908104586,0,54.143014154336605,-113.83443559259707
No Gas,2024-07-27T04:18:34.071561,user3751,11.88500983559706,845.6811396746102,0,48.104572074017284,-118.17718262851696
Slow Area,2024-07-26T05:38:03.255522,user1534,23.733555876677674,1974.0862067194453,0,53.812729409623394,-118.54580606215148
Shelter,2024-07-26T19:13:48.211718,user3129,15.853739263102856,1895.8351346714805,72,53.993130277389675,-118.55687342117453
Car Crash,2024-07-27T13:31:56.350349,user179,2.5795583753491136,4235.2842330513795,130,53.99983863249159,-118.69004054391507
First Responders,2024-07-27T19:58:02.400777,user4700,18.369401217224357,776.8210303005046,157,53.9594142500459,-118.50821944668903
First Responders,2024-07-26T13:31:34.501183,user2541,22.61404112264778,23163.53326788847,0,53.95620415516307,-118.58826685913033
First Responders,2024-07-27T20:28:44.970331,user3308,88.20559259558995,1593.5733762746374,113,53.95179416395534,-118.68077686744932
Car Crash,2024-07-27T09:52:33.220966,user2674,81.9667447699088,168.6407736984018,95,53.83184118312747,-118.68436933580138
Safe Zones,2024-07-26T02:50:00.672908,user1281,38.9433550573318,1308.8128364389509,0,53.993807563185904,-118.62956029719798
Wildfire Zones,2024-07-27T22:30:01.183553,user2646,1.697203837683029,1858.476416747593,0,53.930278115061164,-118.69941481043108
Wildfire Zones,2024-07-26T21:27:29.587556,user3324,48.86817036762062,3691.390870057857,100,52.30000510111916,-112.76398587804022
Slow Area,2024-07-26T11:10:03.207350,user731,7.097043871306302,665.1888090305698,101,59.87829057369778,-111.45533840726634
Low Visibility,2024-07-26T04:56:18.509562,user761,21.48454585963382,165.83745341047506,0,53.84877460911589,-118.6333951216364
Wildfire Zones,2024-07-26T10:35:15.885219,user1392,21.19785790236151,1453.4404998826362,113,53.977026702299725,-118.56462652490166
Safe Zones,2024-07-27T13:40:30.236399,user582,42.76813772237632,1927.9310771120008,0,53.899163305775765,-118.67177786552507
Wildfire Zones,2024-07-27T20:22:03.673037,user4976,2.6598721589847663,666.2824071017794,0,53.99024420348533,-118.64633585969622
First Responders,2024-07-26T06:20:32.275955,user3550,20.787513477555866,784.5371014128203,115,53.94067022257586,-118.5677808063906
Wildfire Zones,2024-07-27T02:54:05.970275,user2525,135.7265670556726,1337.777678578644,128,53.823166484987965,-118.62876397440782
Low Visibility,2024-07-26T12:07:13.826896,user1874,19.960456216625722,5266.285879742612,71,55.6355061144441,-113.93487840972861
Wildfire Zones,2024-07-26T04:32:37.473317,user4407,9.085754118272327,18862.391895379933,0,53.97253856252252,-118.64813278306754
First Responders,2024-07-26T17:11:22.071463,user1600,25.86075784184987,492.24573230373016,0,53.9319195390352,-118.6614517256507
Wildfire Zones,2024-07-26T00:45:36.524817,user1212,6.497536563758385,1933.9463652766813,132,49.63056822786339,-111.27278545499821
Safe Zones,2024-07-26T06:16:45.384304,user2971,26.753400804795877,6116.487924052106,0,53.827081009983814,-118.57191010371494
No Gas,2024-07-26T16:32:48.418174,user2673,22.689976420823694,268.3667612742279,139,57.16119958160107,-112.04059143342516
First Responders,2024-07-26T19:52:05.383512,user3843,3.681337704930611,1797.818166847414,0,53.90065317592691,-118.66131663362683
Car Crash,2024-07-26T19:48:18.343387,user2763,94.2299324729421,769.3788861820306,0,53.957288324297835,-118.67567224386039
No Gas,2024-07-26T10:36:59.382622,user688,15.20448929023332,23564.05206005227,0,53.9551294587786,-118.51166332754089
No Gas,2024-07-27T20:19:42.489798,user2633,25.904449021460117,1716.8751303373924,0,49.73309775712672,-110.64717107228338
Car Crash,2024-07-26T22:35:58.982164,user3318,2.9126985479831733,3584.5975042908744,0,56.34921911235324,-111.52732351771945
Car Crash,2024-07-26T03:27:45.272850,user4297,29.889841349827954,1198.8857065399075,0,53.92304635196189,-118.51017402909842
No Gas,2024-07-27T17:41:05.285209,user4531,28.28349142056585,572.7290663697903,0,53.90942556903729,-118.57029695967643
Car Crash,2024-07-27T08:11:13.097178,user967,22.33753576679846,6239.0209381395125,103,53.82051418419235,-118.63113726317137
Wildfire Zones,2024-07-26T16:46:08.750343,user2286,122.42102671975768,27571.537142907084,0,58.116645438224225,-111.77285601086436
Car Crash,2024-07-26T11:50:53.271027,user389,36.655328506170775,1630.3992501971866,0,53.88855484123313,-118.62247651319095
First Responders,2024-07-27T05:15:23.017779,user2297,18.327827186296087,1796.4772764936165,174,52.90432816949956,-111.29358465201656
Safe Zones,2024-07-26T07:34:14.600301,user3975,6.727936479748127,281.84076322678555,0,53.88500185768813,-118.65174772633286
Wildfire Zones,2024-07-26T13:01:04.391019,user4490,39.23922377937778,744.9452575536053,0,53.87691374088883,-118.60385482048201
Wildfire Zones,2024-07-26T06:13:50.399232,user3026,4.338493050364641,1871.7525298591445,150,53.835159238485616,-118.55555725782841
Shelter,2024-07-26T22:32:02.336403,user2772,27.679957862629603,1631.4211663542515,0,51.660106492557425,-111.94308151483449
Car Crash,2024-07-26T13:23:19.210775,user455,17.378098367779042,164.62572104824068,82,53.88934170617128,-118.66190659329084
Safe Zones,2024-07-27T22:36:34.737617,user3598,15.325089333828938,1231.8779131072324,164,49.15655951422599,-118.90855436853772
Object Blockage,2024-07-27T12:17:57.556404,user4636,86.23144200568669,29937.647981827064,0,53.944198817348685,-118.5785965012007
Car Crash,2024-07-27T02:54:01.699844,user1561,2.0970999444827987,215.95897588971513,168,53.94093031094694,-118.52698554433606
Low Visibility,2024-07-26T07:19:01.019892,user2144,121.64298645940663,1802.4932326086368,0,53.8068836376476,-118.64255664487177
No Gas,2024-07-26T20:33:01.973011,user498,86.93529322122322,25362.530316270702,0,53.99775493137114,-118.60846313582246
First Responders,2024-07-26T20:16:07.597492,user4128,60.407575986573946,10784.538853078066,0,53.8218931230075,-118.64581742820869
Wildfire Zones,2024-07-27T01:28:58.015984,user135,3.007083186325503,176.80516026693994,0,53.696904930444276,-119.66964708495385
Wildfire Zones,2024-07-27T05:55:02.752050,user4587,39.49421624301708,262.3790336776598,170,53.92912834579778,-118.59259079681331
Object Blockage,2024-07-27T09:15:13.060685,user2043,17.262243575036067,7478.871032772014,133,53.92485206256267,-118.6900055923601
Slow Area,2024-07-27T04:31:09.968320,user2014,5.802582790342815,564.9784557014311,0,53.91204369125283,-118.64668056146273
Low Visibility,2024-07-26T23:04:20.990715,user396,108.32761796529059,1010.4444039474186,137,53.99817553648687,-118.6899553693302
No Gas,2024-07-27T13:37:36.905297,user3917,13.938334722540839,1010.1110962586546,0,53.84187158412211,-118.67036225939772
Wildfire Zones,2024-07-26T14:33:52.288371,user1820,96.66388913521916,29233.268025995178,118,53.99381334868387,-118.57522778104197
Shelter,2024-07-26T15:31:27.292587,user390,6.821594245244354,886.4463957647147,97,57.09495523462401,-116.64375505459218
No Gas,2024-07-27T01:39:32.846393,user427,5.007342952227335,854.5926000188031,0,49.61527177003668,-112.4461002779803
Shelter,2024-07-26T11:39:20.852212,user3127,118.18041865965873,736.8187607894637,177,53.81659796575988,-118.58801603303732
Car Crash,2024-07-27T07:30:34.123327,user3360,7.209604750851199,1715.465012794758,96,53.855213978265034,-118.64391212579929
Low Visibility,2024-07-26T16:51:17.892629,user2229,51.36893209610179,1353.3634707763388,0,53.7446370792673,-114.45980062140175
Object Blockage,2024-07-26T11:52:00.725482,user1329,12.660398592123721,1543.5955110842535,0,51.98419018336514,-110.67844303111009
Wildfire Zones,2024-07-26T12:46:34.762992,user3364,87.5948022162409,3778.8561954223005,0,53.826140070303865,-118.53072497151459
Shelter,2024-07-26T23:41:20.617007,user479,28.2616992016465,1530.9669482788859,163,53.84716593333875,-118.69472563599204
Slow Area,2024-07-27T14:56:48.287345,user618,100.69308889133586,420.06022507448216,86,53.94844935206416,-118.52287996423902
First Responders,2024-07-27T07:47:01.855758,user1645,51.09349679574911,233.26426101922493,92,49.220918456965315,-117.74977357115323
Object Blockage,2024-07-26T21:10:12.581757,user1071,9.149864855909517,12569.072688982757,111,53.963406103201315,-118.69915338988352
Shelter,2024-07-27T17:08:49.265623,user1950,10.084778309745662,24796.63743061564,0,53.96746656497908,-118.66386959815185
Slow Area,2024-07-27T06:52:12.046290,user4002,67.85755155193681,916.876501716127,154,53.8426914693249,-118.52119029770759
Shelter,2024-07-27T07:50:42.873402,user140,82.30653551920994,1029.8369539666726,0,53.982748013707806,-118.64129750693226
Safe Zones,2024-07-26T21:13:12.199664,user798,82.34871611104396,18013.53129852459,0,53.80561769075915,-118.63009017073878
Low Visibility,2024-07-27T15:32:46.857453,user4150,70.99148269542206,635.9056614778821,0,53.971732581597884,-118.57578498238604
Object Blockage,2024-07-26T23:56:18.070253,user4286,23.707249893633808,26816.847646901177,76,53.82053170797491,-118.64605261491228
Object Blockage,2024-07-27T09:29:07.497602,user4387,5.781811109786302,797.3703593903007,0,53.92028733330693,-118.60109296909806
First Responders,2024-07-27T18:55:06.519217,user544,12.301572057795864,118.8102709070008,136,53.96865601285756,-118.63160878610026
Object Blockage,2024-07-27T19:56:34.768918,user2047,28.030817093697188,9994.373550105438,155,53.81045023577406,-118.59665831967146
Safe Zones,2024-07-27T16:47:12.156372,user3043,41.345857685165015,311.1480661530364,0,53.829652358368314,-118.503858565163
First Responders,2024-07-27T15:42:37.590334,user3178,105.97222711348938,6179.762959776881,0,53.81299119196066,-118.69102704260501
Object Blockage,2024-07-26T16:33:47.554404,user1503,20.22567865107356,8905.426471944163,94,51.01837185956468,-115.20575181134528
First Responders,2024-07-26T01:24:51.004240,user1068,104.25490246295966,1074.6157054876694,0,53.87658813939698,-118.50566682044543
Slow Area,2024-07-26T17:20:22.795602,user510,22.76186450965781,19385.80737628534,91,57.39470415044604,-112.58877740027259
No Gas,2024-07-26T05:23:56.258679,user3010,73.9005772449794,1439.2948498714813,0,52.84118653394309,-114.18738022643781
Low Visibility,2024-07-27T20:03:23.881939,user4433,1.0870572210182772,777.3594867859637,143,53.80569051531019,-118.64837331616572
First Responders,2024-07-27T07:34:25.197104,user3831,146.06341660948664,522.6798417371938,130,53.90149317991228,-118.60862250307223
Object Blockage,2024-07-27T00:49:14.800398,user1777,26.5125226199996,1796.0093508214413,0,53.99104926128366,-118.64674836208182
Car Crash,2024-07-26T22:30:25.087463,user4466,104.1011892036507,588.668885867146,101,54.517683673742084,-117.82676371959587
Car Crash,2024-07-26T19:19:26.970359,user2035,26.0379876159691,297.67259172169105,164,53.81989364374101,-118.99900045549184
No Gas,2024-07-26T06:27:01.096041,user4105,2.866372418241956,188.55426457493206,134,53.894465147957575,-118.60667115375378
Safe Zones,2024-07-26T17:22:57.522991,user165,92.09298731401691,288.5690959982,90,51.2106960255596,-110.08885650269607
First Responders,2024-07-26T04:38:58.684605,user1913,58.93632900421944,29123.50521623854,0,53.937018362060826,-118.60054001732898
Shelter,2024-07-27T01:14:42.298181,user366,140.6263502623434,1951.1575611197973,125,59.852324371717344,-116.16653812212266
Low Visibility,2024-07-27T07:10:57.355286,user2196,19.67638392102636,433.96314455847926,0,53.89758058168693,-118.66806659344029
First Responders,2024-07-26T12:50:28.052575,user1497,18.797611110338863,13634.763166770485,0,53.90181182036207,-118.58167469932702
Slow Area,2024-07-27T00:21:37.690758,user3092,47.159175530515114,6962.839188325568,0,53.96835630594444,-118.66830029382035
Slow Area,2024-07-27T00:15:08.830879,user2295,17.486580221467626,1146.5040433841223,99,53.826864561609554,-118.686993543768
Object Blockage,2024-07-27T15:08:35.698637,user500,18.360973624818005,1956.7216288971244,0,53.98324499785406,-118.55387411137279
Wildfire Zones,2024-07-26T23:51:14.482470,user2333,15.375857820886889,475.8708910118887,0,53.980003679375926,-118.62415029459262
Wildfire Zones,2024-07-27T14:16:52.314865,user1676,3.682892749993618,1764.8684134680507,0,53.8731483184503,-118.6021620787701
No Gas,2024-07-26T11:56:35.931347,user4123,148.44553663105077,510.5680783069031,165,53.83699217285545,-118.65022354172761
Safe Zones,2024-07-27T23:03:41.465122,user1549,134.6184797687354,16162.3556740552,0,53.81301417356457,-118.59511496625792
Safe Zones,2024-07-27T03:25:32.074923,user2975,17.874458810639236,113.92088908498388,162,53.94887423227066,-118.61306052269343
Object Blockage,2024-07-27T14:08:31.628535,user833,84.58112230022272,26852.759633902268,0,53.90996925852966,-118.61814282252304
Wildfire Zones,2024-07-26T07:22:42.861124,user3862,5.396174284392529,21912.112258431585,0,53.80531793511048,-118.58263708671554
Safe Zones,2024-07-27T06:05:38.047972,user3261,56.33343440811186,1960.52344608588,158,53.92140074327026,-118.65846002272113
Wildfire Zones,2024-07-27T22:04:49.612165,user4595,124.43322159900963,661.1416928227437,175,53.909904725189755,-118.65983957540533
Wildfire Zones,2024-07-26T16:22:45.374667,user207,16.2873296063366,516.3399949564248,132,53.832105176844095,-118.50740034087586
Object Blockage,2024-07-26T21:01:37.430327,user3489,11.114849824807969,8898.75473764301,0,53.89154727121111,-118.53123761634015
Wildfire Zones,2024-07-26T01:45:57.337633,user595,100.27505822685707,1121.3982576151145,0,53.974460290831686,-118.53681248376408
Low Visibility,2024-07-27T14:03:08.445294,user613,12.917337196415117,385.9053840984071,172,53.826815238896536,-118.69901880806276
Low Visibility,2024-07-26T13:07:53.578275,user1171,0.35563440971581484,25723.966221323106,0,55.07257654925867,-111.92669314430957
Shelter,2024-07-26T11:08:07.573195,user4617,23.47438041653527,27293.334872330066,0,56.85943921510619,-118.74789566746362
Shelter,2024-07-27T05:19:35.418403,user4388,71.35229392889,1331.318623891461,0,53.82456921146452,-118.61508023453052
Object Blockage,2024-07-27T03:55:02.288171,user3043,114.65532452331318,22029.3564991646,95,53.938269719081426,-118.64177006382235
Slow Area,2024-07-26T10:34:01.259161,user1863,10.31946765573918,1889.9700826475505,117,53.87516879129454,-118.52615559063133
First Responders,2024-07-27T14:46:52.335933,user4184,0.4477794842880667,29017.832718365484,0,48.08162826626639,-111.96679758194644
No Gas,2024-07-27T02:27:33.368010,user1901,20.164380122363056,64.90965306375696,117,53.83645008189323,-118.64572421738916
Slow Area,2024-07-27T16:06:34.494521,user2024,57.70406128998444,2413.4761501242756,81,49.18440948113318,-117.35625414169775
First Responders,2024-07-27T00:57:53.639381,user4654,103.2100336028396,5232.135491708052,0,53.96785438334231,-118.50675057638114
No Gas,2024-07-27T19:38:53.176680,user2869,73.25319215255297,29591.457704085948,0,53.98002261053863,-118.51028665749295
Object Blockage,2024-07-27T06:20:32.782429,user2992,29.517290988391284,320.8428170922416,85,53.9630904257284,-118.69968458547565
Low Visibility,2024-07-27T23:43:55.842928,user1445,100.76521988092934,5862.465938801426,0,53.839947091668215,-118.68474367508104
Car Crash,2024-07-26T20:21:21.354370,user2706,19.91165991759187,22763.123258687516,95,53.99959952960959,-118.61975097696539
No Gas,2024-07-27T02:02:03.025647,user3087,7.36160724124465,5226.579971090345,76,53.82399644458133,-118.5193927206312
First Responders,2024-07-26T05:02:34.057710,user2886,20.48980517940174,1179.3284760973822,113,53.98654301248277,-118.57019930219472
Car Crash,2024-07-27T16:54:33.310511,user1006,54.608073157394784,338.1371018093322,172,53.87604083875998,-118.54047415263244
Car Crash,2024-07-26T22:07:20.403593,user1014,36.443442357044695,1590.8559847483211,0,53.88039198327736,-118.59810851614321
Wildfire Zones,2024-07-27T05:50:17.991645,user3963,44.30750720519398,483.14748345500357,162,53.90128210810886,-118.54079912998692
First Responders,2024-07-26T17:13:50.814557,user2992,1.4412036969676945,491.1046269434959,0,53.885331240861326,-118.6070684906447
Slow Area,2024-07-26T08:44:02.954808,user2340,79.88153305772698,1947.8367730308341,157,53.96139290696399,-118.65427718875257
First Responders,2024-07-26T09:18:51.659974,user2798,126.19846787458246,1910.3565550551461,0,53.936955105988275,-118.5207981024899
Wildfire Zones,2024-07-27T01:36:51.395504,user2653,71.1425311322559,26001.397037484912,0,53.85361200374901,-118.63217039668592
Low Visibility,2024-07-27T11:50:54.607184,user2337,16.83441986098756,24286.936188587868,0,53.97599243546392,-118.52164747972016
Wildfire Zones,2024-07-27T22:20:42.545553,user1532,7.747350252677987,90.79278041466566,0,56.8441671029706,-111.74180238452578
Wildfire Zones,2024-07-27T20:24:28.654491,user3212,42.930161875343366,885.1950642151579,0,53.870391355729204,-118.63042258008211
Safe Zones,2024-07-26T14:58:24.984750,user4177,2.70250042115447,1222.1351092467175,109,50.96463717891614,-110.17005744635864
First Responders,2024-07-26T06:50:13.251225,user3350,8.825080745815537,839.7450432720965,117,53.9061943234411,-118.64347831422127
No Gas,2024-07-27T05:39:44.724828,user621,18.991799131474348,19378.01141497585,0,53.82318979130302,-118.57117464257703
First Responders,2024-07-27T14:04:28.063579,user4827,28.382969594623397,1313.055883626299,0,53.807703552426595,-118.50319389669224
Object Blockage,2024-07-27T08:08:13.890557,user1550,22.79911850899189,905.0566942687738,0,53.8152731593079,-118.61380062741037
Object Blockage,2024-07-27T13:10:48.006668,user266,5.206189330562151,23036.43345225133,0,53.88774840269519,-118.60076076673201
Slow Area,2024-07-27T06:12:43.554807,user2813,11.700755300478406,689.9165010600433,0,53.835614235522044,-118.58792414946193
Wildfire Zones,2024-07-27T03:31:45.916051,user2256,145.95288153843637,8923.558645803772,0,53.96032896719649,-118.65234751166142
Low Visibility,2024-07-26T21:27:08.597715,user3414,4.117165922262869,380.28010805598876,155,53.89287189839567,-118.6709758192377
Safe Zones,2024-07-26T05:42:42.960063,user1798,79.98902901008593,1920.613517742654,152,57.84187304575889,-110.06558691490059
No Gas,2024-07-27T02:49:46.475239,user404,10.670028019546464,1677.399589689493,0,53.97923977567861,-118.67419866915846
Car Crash,2024-07-26T21:55:54.542850,user882,0.01351086642099153,11062.365581413675,128,53.94290934462519,-118.54407840629847
Object Blockage,2024-07-27T08:59:15.220173,user617,65.16798823333764,1837.1516007501848,71,56.74462481310005,-118.7618750746143
Safe Zones,2024-07-26T10:58:48.016889,user2113,132.90873190159823,1770.4642096494183,0,53.93522860845128,-118.5398433652495
Slow Area,2024-07-27T15:34:07.476462,user713,95.26287592720091,685.2782485713095,115,53.87682016834881,-118.66193657512119
First Responders,2024-07-27T23:24:57.430158,user2089,66.8461901061242,538.782085525464,0,53.961723359428596,-118.63239229907444
Object Blockage,2024-07-26T21:32:25.261088,user4966,134.6517662515922,27068.356187639813,93,53.830495927220724,-118.66949692121058
Safe Zones,2024-07-26T09:46:17.729109,user2957,61.66474429389481,702.4759558978977,99,53.90879825642471,-118.61634961359998
No Gas,2024-07-27T15:51:34.400407,user4192,24.809655733215948,6592.792014972976,131,53.80664664980333,-118.59883993887857
Shelter,2024-07-27T22:25:33.203958,user4355,43.809230463102935,18059.250843898768,0,53.834481368971396,-118.53144207364551
No Gas,2024-07-27T12:36:18.431736,user2276,14.02174769992021,5929.6179745023455,0,53.98254700874486,-118.52784722480689
Shelter,2024-07-26T02:15:09.787153,user1852,4.960684592375342,1089.4662440802033,0,59.79250500119457,-118.5327440002347
Safe Zones,2024-07-26T03:11:04.880408,user1049,26.496125920903943,1267.7362033764998,178,53.810240579988,-118.55535079405287
First Responders,2024-07-27T12:55:40.016316,user372,0.8466368144275138,321.80046720496046,0,51.86936360782313,-112.24380835622755
Shelter,2024-07-27T13:14:15.627086,user2852,149.96221491830636,1710.0401946311756,178,53.98233708422763,-118.53100594656033
Wildfire Zones,2024-07-27T12:34:03.507260,user2877,2.3923836654318578,558.5289855885881,0,53.98256158545006,-118.55569037270446
Low Visibility,2024-07-27T07:08:23.927315,user57,116.22486858388282,963.4869175939846,0,53.93045331181188,-118.55773676238272
Car Crash,2024-07-26T03:56:50.736912,user2885,16.799431819796233,255.43129566370015,99,53.97552054892474,-118.54065778161352
Safe Zones,2024-07-27T18:32:27.770233,user1434,90.78217946477163,6411.072957609493,0,53.872211998867755,-118.59719177165249
No Gas,2024-07-27T08:04:53.616108,user4509,103.72761848759609,1139.9098042753008,0,53.87982449119359,-118.52072765879295
Low Visibility,2024-07-27T09:56:00.766476,user731,4.179924525200999,1620.7929666824225,0,51.24888738051509,-110.44877843511955
Object Blockage,2024-07-26T08:18:48.221075,user1863,13.20369382269312,36.360583972501416,0,53.99892578749645,-118.65080947962903
First Responders,2024-07-26T09:15:34.513566,user1115,9.664217219500719,987.1066289184246,0,53.829785043564556,-118.55616220801039
Low Visibility,2024-07-26T18:34:47.956055,user1881,29.790160994990458,1461.1191957602578,0,53.979248353250576,-118.64635710633732
Low Visibility,2024-07-27T13:01:56.952132,user4164,10.839768870545644,17043.214797886925,77,53.973401798142,-118.69379753202807
No Gas,2024-07-26T11:25:02.389069,user1542,28.90819965148385,1864.9242365344285,0,56.487860815744455,-110.21670929962464
First Responders,2024-07-26T10:03:23.288897,user2782,21.095310085808652,218.6965639449362,97,53.96495006406163,-118.52499123579952
Shelter,2024-07-27T06:05:45.171111,user4436,15.455665359065105,1328.1054776118542,92,50.881733051201905,-111.93311296219954
Slow Area,2024-07-26T02:18:08.472930,user2908,144.78512002814955,1809.7128482567587,0,48.64009694389967,-112.14264973234643
Object Blockage,2024-07-26T08:01:50.216681,user4701,15.186367566509958,565.1952900625736,0,53.907386017249316,-118.60520402268487
No Gas,2024-07-26T03:51:10.255595,user1913,4.713715736168773,1114.232877503166,0,53.88464564414968,-118.51894467228665
Safe Zones,2024-07-27T14:02:22.370961,user1110,16.93536832104571,805.2673300821177,71,53.845381455508125,-118.56871608553286
Object Blockage,2024-07-26T02:37:20.931593,user1012,13.586617104896956,1947.5135563910114,0,58.4502433270598,-112.35725675106944
Shelter,2024-07-26T10:27:28.923414,user4241,4.163923963048316,397.4525537729492,95,48.71304067934516,-116.40617072035374
No Gas,2024-07-27T20:29:30.092000,user1204,148.51090268991004,1757.1489026101076,106,53.91161891127031,-118.53902004451169
Wildfire Zones,2024-07-27T09:29:35.832765,user2317,1.678752699895324,439.89569694603136,163,53.93420430671464,-118.56548760697545
Safe Zones,2024-07-27T17:27:16.478665,user3038,120.21295630777782,1606.2748230871487,0,53.09993571854311,-112.95824746667869
Low Visibility,2024-07-27T08:56:55.352960,user2577,97.61697383284204,23580.26720464702,0,53.815320595966625,-118.63295841218246
Shelter,2024-07-27T07:35:43.520561,user2403,23.77497309338256,1471.216147219432,0,53.872821889011,-118.51596922044845
First Responders,2024-07-26T14:06:16.788881,user4437,13.484246600769142,5323.292625015794,151,52.31765518693353,-112.46815496204458
First Responders,2024-07-27T09:22:20.925071,user624,1.0296176349372377,1070.385812863844,91,53.94011806860558,-118.5150827200635
No Gas,2024-07-26T23:21:04.836616,user1066,8.1099569158777,761.0459556786088,146,53.16806019135653,-115.51918854481693
Wildfire Zones,2024-07-27T03:40:24.801267,user1114,71.96319871827029,764.0440757925531,0,48.847150299081044,-112.62221364203874
Shelter,2024-07-27T09:21:57.309355,user1874,114.74492587805975,29887.23284895893,0,53.879392646303145,-118.69654223359683
